Ident	IATA	GridLevel	StationType	Latitude	Longitude	MapworldX	MapworldY	FullName	State
CYPQ	YPQ	2	1	44.23	-78.363	0	0	PETERBOROUGH	ON
CYPR	YPR	1	1	54.3	-130.467	0	0	PRINCE RUPERT	BC
CYPW	YPW	3	1	49.834	-124.5	0	0	POWELL RIVER	BC
CYPX	YPX	1	1	60.05	-77.283	0	0	PUVIRNITUQ	QB
CYPY	YPY	1	1	58.767	-111.117	0	0	FORT CHIPEWYAN	AB
CYPZ	YPZ	1	1	54.376	-125.951	0	0	BURNS LAKE	BC
CYQA	YQA	3	1	44.975	-79.303	0	0	MUSKOKA	ON
CYQB	YQB	2	1	46.788	-71.398	0	0	QUEBEC CITY	QB
CYQD	YQD	3	1	53.972	-101.092	0	0	THE PAS	MB
CYQF	YQF	2	1	52.179	-113.893	0	0	RED DEER	AB
CYQG	YQG	3	1	42.275	-82.958	0	0	WINDSOR	ON
CYQH	YQH	1	1	60.117	-128.817	0	0	WATSON LAKE	YK
CYQI	YQI	2	1	43.827	-66.088	0	0	YARMOUTH	NS
CYQK	YQK	1	1	49.788	-94.363	0	0	KENORA	ON
CYQL	YQL	3	1	49.63	-112.8	0	0	LETHBRIDGE	AB
CYQM	YQM	2	1	46.112	-64.679	0	0	MONCTON	NB
CYQQ	YQQ	4	1	49.711	-124.887	0	0	COMOX	BC
CYQR	YQR	3	1	50.432	-104.666	0	0	REGINA	SA
CYQT	YQT	1	1	48.372	-89.324	0	0	THUNDER BAY	ON
CYQU	YQU	1	1	55.18	-118.885	0	0	GRAND PRAIRIE	AB
CYQV	YQV	1	1	51.265	-102.462	0	0	YORKTON	SA
CYQW	YQW	2	1	52.769	-108.244	0	0	N BATTLEFORD	SA
CYQX	YQX	1	1	48.937	-54.568	0	0	GANDER	NF
CYQY	YQY	1	1	46.161	-60.048	0	0	SIDNEY	NS
CYQZ	YQZ	3	1	53.026	-122.51	0	0	QUENSEL	BC
CYRB	YRB	1	1	74.717	-94.983	0	0	RESOLUTE BAY	NN
CYRJ	YRJ	2	1	48.52	-72.266	0	0	ROBERVAL	QB
CYRL	YRL	2	1	51.067	-93.793	0	0	RED LAKE	ON
CYRM	YRM	2	1	52.43	-114.904	0	0	ROCKY MT HOUSE	AB
CYRT	YRT	1	1	62.8	-92.117	0	0	RANKIN INLET	NN
CYRV	YRV	2	1	50.967	-118.183	0	0	REVELSTROKE	BC
CYSA	YSA	6	1	43.933	-60.017	0	0	SABLE ISLAND	NS
CYSB	YSB	3	1	46.625	-80.799	0	0	SUDBURY	ON
CYSC	YSC	1	1	45.438	-71.691	0	0	SHERBROOKE	QB
CYSD	YSD	3	1	50.267	-111.183	0	0	SUFFIELD	AB
CYSJ	YSJ	1	1	45.316	-65.89	0	0	ST JOHN	NB
CYSK	YSK	1	1	56.533	-79.25	0	0	SANIKILUAQ	NN
CYSL	YSL	1	1	47.158	-67.835	0	0	ST LEONARD	NB
CYSM	YSM	1	1	60.017	-111.95	0	0	FORT SMITH	NT
CYSN	YSN	3	1	43.192	-79.172	0	0	ST CATHERINES	ON
CYSR	YSR	1	1	72.983	-84.633	0	0	NANISIVIK	NN
CYSY	YSY	1	1	72	-125.283	0	0	SACHS HARBOUR	NT
CYTE	YTE	1	1	64.233	-76.533	0	0	CAPE DORSET	NN
CYTH	YTH	1	1	55.801	-97.864	0	0	THOMPSON	MB
CYTJ	YTJ	3	1	48.813	-87.099	0	0	TERRACE BAY	ON
CYTL	YTL	1	1	53.817	-89.9	0	0	BIG TROUT LAKE	ON
CYTR	YTR	3	1	44.119	-77.528	0	0	TRENTON	ON
CYTS	YTS	2	1	48.57	-81.377	0	0	TIMMINS	ON
CYTZ	YTZ	5	1	43.628	-79.396	0	0	TORONTO ISLAND	ON
CYUB	YUB	2	1	69.433	-133.017	0	0	TUKTOYAKTUK	NT
CYUL	YUL	1	1	45.468	-73.741	0	0	MONTREAL/TRUDEAU	QB
CYUT	YUT	1	1	66.533	-86.25	0	0	REPULSE BAY	NN
CYUX	YUX	1	1	68.783	-81.25	0	0	HALL BEACH	NN
CYUY	YUY	2	1	48.206	-78.836	0	0	ROUYN	QB
CYVC	YVC	1	1	55.151	-105.262	0	0	LA RONGE	SA
CYVM	YVM	1	1	67.55	-64.033	0	0	QIKIQTARJUAQ	NN
CYVO	YVO	2	1	48.053	-77.783	0	0	VAL D'OR	QB
CYVP	YVP	1	1	58.096	-68.427	0	0	KUUJJUAQ	QB
CYVQ	YVQ	1	1	65.283	-126.8	0	0	NORMAN WELLS	NT
CYVR	YVR	3	1	49.195	-123.182	0	0	VANCOUVER	BC
CYVT	YVT	1	1	55.842	-108.418	0	0	BUFFALO NARROWS	SA
CYVV	YVV	2	1	44.746	-81.107	0	0	WIARTON	ON
CYWA	YWA	2	1	45.952	-77.319	0	0	PETAWAWA	ON
CYWG	YWG	3	1	49.91	-97.234	0	0	WINNIPEG	MB
CYWH	YWH	6	1	48.417	-123.317	0	0	VICTORIA HARBOUR	BC
CYWJ	YWJ	1	1	65.217	-123.433	0	0	DELINE	NT
CYWK	YWK	1	1	52.922	-66.864	0	0	WABUSH LAKE	NF
CYWL	YWL	2	1	52.183	-122.054	0	0	WILLIAMS LAKE	BC
CYWV	YWV	3	1	52.796	-110.858	0	0	WAINWRIGHT	SA
CYWY	YWY	1	1	63.2	-123.433	0	0	WRIGLEY	NT
CYXC	YXC	2	1	49.61	-115.782	0	0	CRANBROOK	BC
CYXD	YXD	4	1	53.572	-113.521	0	0	EDMONTON/MUNI	AB
CYXE	YXE	1	1	52.171	-106.7	0	0	SASKATOON	SA
CYXH	YXH	1	1	50.019	-110.721	0	0	MEDICINE HAT	AB
CYXJ	YXJ	3	1	56.238	-120.74	0	0	FORT ST JOHN	BC
CYXL	YXL	3	1	50.114	-91.904	0	0	SIOUX LOOKOUT	ON
CYXP	YXP	1	1	66.133	-65.733	0	0	PANGNIRTUNG	NN
CYXR	YXR	1	1	47.695	-79.849	0	0	EARLTON	ON
CYXS	YXS	1	1	53.889	-122.679	0	0	PRINCE GEORGE	BC
CYXT	YXT	2	1	54.466	-128.577	0	0	TERRACE	BC
CYXU	YXU	2	1	43.036	-81.154	0	0	LONDON	ON
CYXX	YXX	1	1	49.025	-122.363	0	0	ABBOTSFORD	BC
CYXY	YXY	1	1	60.717	-135.067	0	0	WHITEHORSE INTL	YK
CYXZ	YXZ	2	1	47.967	-84.787	0	0	WAWA	ON
CYYB	YYB	2	1	46.364	-79.423	0	0	NORTH BAY	ON
CYYC	YYC	1	1	51.114	-114.02	0	0	CALGARY	AB
CYYD	YYD	2	1	54.825	-127.183	0	0	SMITHERS	BC
CYYE	YYE	1	1	58.836	-122.597	0	0	FORT NELSON	BC
CYYF	YYF	6	1	49.463	-119.602	0	0	PENTICTON	BC
CYYG	YYG	2	1	46.29	-63.121	0	0	CHARLOTTETOWN	PE
CYYH	YYH	1	1	69.55	-93.583	0	0	TALOYOAK	NN
CYYJ	YYJ	3	1	48.647	-123.426	0	0	VICTORIA	BC
CYYL	YYL	1	1	56.864	-101.076	0	0	LYNN LAKE	MB
CYYN	YYN	2	1	50.292	-107.691	0	0	SWIFT CURRENT	SA
CYYQ	YYQ	1	1	58.739	-94.065	0	0	CHURCHILL	MB
CYYR	YYR	1	1	53.319	-60.426	0	0	GOOSE BAY	NF
CYYT	YYT	1	1	47.619	-52.752	0	0	ST JOHNS/KORBAY	NF
CYYU	YYU	2	1	49.414	-82.468	0	0	KAPUSKASING	ON
CYYY	YYY	3	1	48.609	-68.208	0	0	MONT JOLI	QB
CYYZ	YYZ	3	1	43.677	-79.631	0	0	TORONTO	ON
CYZE	YZE	1	1	45.885	-82.568	0	0	GORE BAY	ON
CYZF	YZF	1	1	62.467	-114.45	0	0	YELLOWKNIFE	NT
CYZG		1	1	62.183	-75.667	0	0	SALLUIT	QB
CYZH	YZH	1	1	55.293	-114.778	0	0	SLAVE LAKE	AB
CYZP	YZP	2	1	53.25	-131.817	0	0	SANDSPIT	BC
CYZR	YZR	1	1	42.999	-82.309	0	0	SARNIA	ON
CYZS	YZS	1	1	64.2	-83.367	0	0	CORAL HARBOUR	NN
CYZT	YZT	3	1	50.681	-127.367	0	0	PORT HARDY	BC
CYZU	YZU	3	1	54.144	-115.787	0	0	WHITECOURT	AB
CYZV	YZV	1	1	50.224	-66.266	0	0	SEPT-ILES	QB
CYZW	YZW	1	1	60.167	-132.75	0	0	TESLIN	YK
CYZX	YZX	2	1	44.984	-64.917	0	0	GREENWOOD CFB	NS
CYZY	YZY	2	1	55.304	-123.132	0	0	MACKENZIE	BC
CZBF		1	1	47.63	-65.739	0	0	BATHURST	NB
CZEG		6	1	53.3	-113.583	0	0	EDMONTON/FIR	AB
CZFA	ZFA	1	1	62.2	-133.367	0	0	FARO	YK
CZFM	ZFM	2	1	67.417	-134.85	0	0	FORT MCPHERSON	NT
CZHD		6	1	49.833	-92.75	0	0	DRYDEN	ON
CZKD		2	1	56.033	-96.517	0	0	KELSEY DAM	MB
CZOL		5	1	53.65	-113.35	0	0	OLIVER AGDM	AB
CZPC	ZPC	5	1	49.521	-113.997	0	0	PINCHER CREEK	AB
CZQM		6	1	46.117	-64.683	0	0	MONCTON/FIR	NB
CZQX		6	1	48.95	-54.567	0	0	GANDER/FIR	NF
CZSP		3	1	46.45	-62.583	0	0	ST PETERS	NS
CZST	ZST	1	1	55.933	-129.983	0	0	STEWART	BC
CZUG		4	1	50.183	-98.383	0	0	DELTA MARSH	MB
CZUM	ZUM	1	1	53.562	-64.106	0	0	CHURCHILL FALLS	NF
CZVR		6	1	49.183	-123.167	0	0	VANCOUVER/ACC	BC
CZWG		6	1	49.9	-97.233	0	0	WINNIPEG/FIR	MB
CZXR		6	1	47.7	-79.833	0	0	EARLTON	ON
CZXS		6	1	53.9	-122.8	0	0	PRINCE GEORGE	BC
CZZJ		6	1	53.583	-116.467	0	0	EDSON	AB
GOTM		6	1	44.164	-93.977	0	0	IMMANUEL-ST JOSEPH'S HOSTIPAL	MN
K00C	00C	6	1	37.204	-107.869	0	0	ANIMAS	CO
K00M	00M	6	1	31.955	-89.235	0	0	THIGPEN	MS
K00N	00N	6	1	39.474	-75.187	0	0	BUCKS	NJ
K00R	00R	6	1	30.686	-95.019	0	0	LIVINGSTON MUN	TX
K00S	00S	6	1	44.184	-122.089	0	0	MC KENZIE BRIDGE STATE	OR
K00V	00V	6	1	38.948	-104.571	0	0	MEADOW LAKE	CO
K00W	00W	6	1	46.675	-117.444	0	0	LOWER GRANITE STATE	WA
K00Y	00Y	6	1	45.553	-96.452	0	0	KAPAUN-WILSON	MN
K01C	01C	6	1	43.342	-85.775	0	0	GRANT	MI
K01G	01G	6	1	42.743	-78.053	0	0	PERRY-WARSAW	NY
K01J	01J	6	1	30.69	-81.907	0	0	HILLIARD	FL
K01K	01K	6	1	37.036	-97.587	0	0	CALDWELL MUN	KS
K01M	01M	6	1	34.492	-88.201	0	0	TISHOMINGO CO	MS
K01U	01U	6	1	38.854	-115.634	0	0	DUCKWATER	NV
K01V	01V	6	1	39.735	-104.657	0	0	AURORA	CO
K02A	02A	6	1	32.852	-86.612	0	0	GRAGG-WADE	AL
K02C	02C	6	1	43.088	-88.179	0	0	CAPITOL	WI
K02G	02G	6	1	40.676	-80.642	0	0	COLUMBIANA CO	OH
K02T	02T	6	1	45.771	-112.982	0	0	WISE RIVER	MT
K02Y	02Y	6	1	48.686	-96.192	0	0	GREENBUSH MUN	MN
K03B	03B	6	1	37.128	-92.623	0	0	MANSFIELD MUN	MO
K03D	03D	6	1	40.448	-92.227	0	0	MEMPHIS MEML	MO
K03I	03I	6	1	39.645	-83.02	0	0	CLARKS DREAM STRIP	OH
K03S	03S	6	1	45.403	-122.229	0	0	SANDY RIVER	OR
K04A	04A	6	1	31.738	-86.265	0	0	SIKES	AL
K04G	04G	6	1	41.132	-80.621	0	0	LANSDOWNE	OH
K04I	04I	6	1	39.912	-83.191	0	0	COLUMBUS SOUTHWEST	OH
K04M	04M	6	1	33.931	-89.344	0	0	CALHOUN CO	MS
K04V	04V	6	1	38.097	-106.169	0	0	SAGUACHE MUN	CO
K04Y	04Y	6	1	46.886	-96.352	0	0	HAWLEY MUN	MN
K05A	05A	6	1	32.301	-110.366	0	0	CASCABEL	AZ
K05C	05C	6	1	41.521	-87.403	0	0	GRIFFITH-MERRILLVILLE	IN
K05D	05D	6	1	47.967	-102.48	0	0	NEW TOWN MUN	ND
K05F	05F	6	1	31.423	-97.797	0	0	CITY-CO	TX
K05S	05S	6	1	45.852	-123.243	0	0	VERNONIA	OR
K05U	05U	6	1	39.604	-116.006	0	0	EUREKA	NV
K05V	05V	6	1	37.411	-105.552	0	0	BLANCA	CO
K05Y	05Y	6	1	46.306	-95.44	0	0	HENNING MUN	MN
K06A	06A	6	1	32.462	-85.68	0	0	MOTON MUN	AL
K06C	06C	6	1	41.991	-88.102	0	0	SCHAUMBURG REGL	IL
K06D	06D	6	1	48.886	-99.621	0	0	ROLLA MUN	ND
K06M	06M	6	1	33.536	-89.313	0	0	EUPORA	MS
K06N	06N	6	1	41.433	-74.394	0	0	RANDALL	NY
K06R	06R	6	1	29.944	-96.248	0	0	GRAWUNDER	TX
K06U	06U	6	1	41.978	-114.658	0	0	JACKPOT/HAYDEN	NV
K06Y	06Y	6	1	45.832	-96.161	0	0	HERMAN MUN	MN
K07A	07A	6	1	32.171	-85.812	0	0	FRANKLIN	AL
K07B	07B	6	1	44.441	-68.566	0	0	BLUE HILL	ME
K07C	07C	6	1	41.309	-85.066	0	0	DE KALB CO	IN
K07D	07D	6	1	43.064	-82.727	0	0	TACKABERRY	MI
K07F	07F	6	1	32.531	-94.972	0	0	GLADEWATER MUN	TX
K07G	07G	6	1	42.575	-84.812	0	0	BEACH	MI
K07K	07K	6	1	41.117	-98.051	0	0	CENTRAL CITY MUN	NE
K07N	07N	6	1	40.018	-77.006	0	0	BERMUDIAN VALLEY	PA
K07R	07R	6	1	27.611	-97.754	0	0	BISHOP MUN	TX
K07V	07V	6	1	37.526	-105.01	0	0	CUCHARA VALLEY APT AT LA VETA	CO
K07Y	07Y	6	1	46.958	-93.599	0	0	HILL CITY-QUADNA MTN	MN
K08A	08A	6	1	32.529	-86.33	0	0	WETUMPKA MUN	AL
K08B	08B	6	1	44.001	-69.887	0	0	MERRYMEETING	ME
K08C	08C	6	1	42.936	-85.805	0	0	RIVERVIEW	MI
K08D	08D	6	1	48.301	-102.407	0	0	STANLEY MUN	ND
K08F	08F	6	1	34.533	-96.236	0	0	CITY OF COALGATE	OK
K08K	08K	6	1	40.652	-98.085	0	0	HARVARD STATE	NE
K08M	08M	6	1	32.762	-89.531	0	0	CARTHAGE-LEAKE CO	MS
K08N	08N	6	1	40.293	-76.331	0	0	KELLER BROTHERS	PA
K08R	08R	6	1	41.49	-71.621	0	0	RICHMOND	RI
K08U	08U	6	1	41.517	-115.861	0	0	STEVENS CROSBY	NV
K09A	09A	6	1	32.121	-88.13	0	0	BUTLER-CHOCTAW CO	AL
K09C	09C	6	1	42.163	-85.546	0	0	AUSTIN LAKE	MI
K09J	09J	6	1	31.075	-81.428	0	0	JEKYLL ISLAND	GA
K09K	09K	6	1	41.637	-99.341	0	0	SARGENT MUN	NE
K09M	09M	6	1	33.993	-90.079	0	0	CHARLESTON MUN	MS
K09N	09N	6	1	41.833	-73.877	0	0	AIRHAVEN	NY
K09R	09R	6	1	30.777	-94.461	0	0	TYLER CO	TX
K09S	09S	6	1	48.843	-117.287	0	0	SULLIVAN LAKE STATE	WA
K0A2	0A2	6	1	34.091	-82.569	0	0	HESTER MEML	SC
K0A3	0A3	6	1	35.986	-85.811	0	0	SMITHVILLE MUN	TN
K0A4	0A4	6	1	36.365	-82.31	0	0	JOHNSON CITY	TN
K0A7	0A7	6	1	35.309	-82.434	0	0	HENDERSONVILLE	NC
K0A8	0A8	6	1	32.938	-87.091	0	0	BIBB CO	AL
K0A9	0A9	6	1	36.372	-82.175	0	0	ELIZABETHTON MUN	TN
K0B1	0B1	6	1	44.426	-70.808	0	0	COL DYKE	ME
K0B2	0B2	6	1	44.764	-68.768	0	0	BREWER	ME
K0B4	0B4	6	1	42.606	-97.254	0	0	HARTINGTON MUN	NE
K0B5	0B5	6	1	42.594	-72.525	0	0	TURNERS FALLS	MA
K0B7	0B7	6	1	44.117	-72.828	0	0	WARREN-SUGARBUSH	VT
K0B8	0B8	6	1	41.253	-72.034	0	0	ELIZABETH	NY
K0C0	0C0	6	1	42.404	-88.634	0	0	DACY	IL
K0C1	0C1	6	1	39.49	-94.783	0	0	RAINBOW AIR VILLAGE	MO
K0C2	0C2	6	1	41.771	-88.704	0	0	HINCKLEY	IL
K0C3	0C3	6	1	41.484	-88.084	0	0	WILHELMI	IL
K0C4	0C4	6	1	42.116	-96.729	0	0	PENDER MUN	NE
K0C5	0C5	6	1	43.577	-85.281	0	0	CANADIAN LAKES	MI
K0C7	0C7	6	1	41.522	-89.133	0	0	GRANDPA'S FARM-MENDOTA	IL
K0C8	0C8	6	1	41.52	-88.606	0	0	CUSHING	IL
K0D1	0D1	6	1	42.351	-86.256	0	0	SOUTH HAVEN AREA REGL	MI
K0D4	0D4	6	1	42.357	-79.549	0	0	CAMP VERNON	NY
K0D6	0D6	6	1	40.475	-96.988	0	0	WILBER MUN	NE
K0D7	0D7	6	1	40.791	-83.831	0	0	ADA	OH
K0D8	0D8	6	1	44.988	-99.955	0	0	GETTYSBURG MUN	SD
K0E0	0E0	6	1	34.986	-106.01	0	0	MORIARTY	NM
K0E1	0E1	6	1	36.565	-103.493	0	0	PRICE RANCH	NM
K0E8	0E8	6	1	35.716	-108.201	0	0	CROWNPOINT	NM
K0E9	0E9	6	1	40.755	-93.243	0	0	CORYDON	IA
K0F2	0F2	6	1	33.602	-97.776	0	0	BOWIE MUN	TX
K0F3	0F3	6	1	43.39	-95.142	0	0	SPIRIT LAKE MUN	IA
K0F4	0F4	6	1	41.29	-98.991	0	0	LOUP CITY MUN	NE
K0F7	0F7	6	1	35.39	-95.604	0	0	FOUNTAINHEAD LODGE	OK
K0F8	0F8	6	1	36.175	-96.153	0	0	POGUE MUN	OK
K0F9	0F9	6	1	34.197	-96.676	0	0	TISHOMINGO	OK
K0G0	0G0	6	1	43.104	-78.703	0	0	NORTH BUFFALO SUBURBAN	NY
K0G3	0G3	6	1	40.399	-96.171	0	0	TECUMSEH MUN	NE
K0G6	0G6	6	1	41.469	-84.508	0	0	WILLIAMS CO	OH
K0G7	0G7	6	1	42.881	-76.784	0	0	FINGER LAKES REGL	NY
K0H1	0H1	6	1	39.005	-99.894	0	0	TREGO WAKEENEY	KS
K0H7	0H7	6	1	40.425	-91.714	0	0	KAHOKA MUN	MO
K0I2	0I2	6	1	39.477	-87.102	0	0	BRAZIL CLAY CO	IN
K0I8	0I8	6	1	38.367	-84.286	0	0	CYNTHIANA-HARRISON CO	KY
K0J0	0J0	6	1	31.602	-85.241	0	0	ABBEVILLE MUN	AL
K0J4	0J4	6	1	31.045	-86.313	0	0	FLORALA MUN	AL
K0J6	0J6	6	1	31.366	-85.312	0	0	HEADLAND MUN	AL
K0J8	0J8	6	1	29.62	-82.51	0	0	FLYING TEN	FL
K0J9	0J9	6	1	40.87	-97.352	0	0	FLYING V	NE
K0K6	0K6	6	1	36.18	-95.583	0	0	DOBIE'S	OK
K0K7	0K7	6	1	42.738	-94.247	0	0	HUMBOLDT MUN	IA
K0L4	0L4	6	1	37.488	-117.192	0	0	LIDA JUNCTION	NV
K0L5	0L5	6	1	37.72	-117.239	0	0	GOLDFIELD	NV
K0L7	0L7	6	1	35.773	-115.331	0	0	JEAN	NV
K0L8	0L8	6	1	39.075	-94.508	0	0	HEART	MO
K0L9	0L9	6	1	36.313	-114.466	0	0	ECHO BAY	NV
K0M0	0M0	6	1	33.885	-91.535	0	0	FREE MUN	AR
K0M1	0M1	6	1	35.638	-88.13	0	0	SCOTT	TN
K0M2	0M2	6	1	36.476	-89.347	0	0	REELFOOT LAKE	TN
K0M3	0M3	6	1	35.547	-87.598	0	0	BAKER	TN
K0M4	0M4	6	1	36.012	-88.125	0	0	BENTON CO	TN
K0M5	0M5	6	1	36.118	-87.739	0	0	HUMPHREYS CO	TN
K0M6	0M6	6	1	34.368	-89.901	0	0	PANOLA CO	MS
K0M8	0M8	6	1	32.826	-91.189	0	0	BYERLEY	LA
K0M9	0M9	6	1	32.412	-91.5	0	0	DELHI MUN	LA
K0N0	0N0	6	1	39.291	-94.444	0	0	ROOSTERVILLE	MO
K0N4	0N4	6	1	39.203	-75.487	0	0	CHANDELLE ESTATES	DE
K0N6	0N6	6	1	39.014	-75.535	0	0	HENDERSON AVIATION	DE
K0O2	0O2	6	1	35.288	-116.083	0	0	BAKER	CA
K0O3	0O3	6	1	38.146	-120.649	0	0	CALAVERAS CO-RASMUSSEN	CA
K0O4	0O4	6	1	39.945	-122.174	0	0	CORNING MUN	CA
K0O5	0O5	6	1	38.532	-121.787	0	0	UNIVERSITY	CA
K0O9	0O9	6	1	41.847	-123.985	0	0	WARD	CA
K0P1	0P1	6	1	39.832	-99.57	0	0	VAN-PAK	KS
K0Q3	0Q3	6	1	38.225	-122.452	0	0	SONOMA VALLEY	CA
K0Q4	0Q4	6	1	36.584	-119.66	0	0	SELMA	CA
K0Q5	0Q5	6	1	40.029	-124.074	0	0	SHELTER COVE	CA
K0Q6	0Q6	6	1	40.524	-121.82	0	0	SHINGLETOWN	CA
K0Q9	0Q9	6	1	38.259	-122.437	0	0	SONOMA SKYPARK	CA
K0R0	0R0	6	1	31.298	-89.813	0	0	COLUMBIA-MARION CO	MS
K0R1	0R1	6	1	31.017	-87.448	0	0	ATMORE MUN	AL
K0R2	0R2	6	1	38.404	-93.335	0	0	LINCOLN MUN	MO
K0R3	0R3	6	1	29.978	-92.087	0	0	ABBEVILLE CRUSTA MEML	LA
K0R4	0R4	6	1	31.568	-91.501	0	0	CONCORDIA PARISH	LA
K0R5	0R5	6	1	31.964	-92.663	0	0	JOYCE	LA
K0R6	0R6	6	1	33.526	-92.46	0	0	HAMPTON MUN	AR
K0R7	0R7	6	1	31.992	-93.309	0	0	THE RED RIVER	LA
K0R9	0R9	6	1	39.195	-99.304	0	0	PLAINVILLE	KS
K0S0	0S0	6	1	46.979	-118.588	0	0	LIND	WA
K0S1	0S1	6	1	47.848	-113.41	0	0	MEADOW CREEK USFS	MT
K0S2	0S2	6	1	39.377	-99.296	0	0	STOCKTON MUN	KS
K0S5	0S5	6	1	46.239	-116.244	0	0	NEZ PERCE MUN	ID
K0S7	0S7	6	1	48.96	-119.412	0	0	SCOTT	WA
K0S9	0S9	6	1	48.051	-122.803	0	0	JEFFERSON CO INTL	WA
K0T3	0T3	6	1	37.314	-89.998	0	0	TWIN CITY	MO
K0T7	0T7	6	1	33.127	-96.686	0	0	KITTYHAWK	TX
K0U0	0U0	6	1	44.644	-115.534	0	0	LANDMARK USFS	ID
K0U1	0U1	6	1	44.144	-115.315	0	0	WARM SPRINGS CREEK	ID
K0U2	0U2	6	1	43.804	-113.832	0	0	COPPER BASIN	ID
K0U3	0U3	6	1	44.746	-114.922	0	0	MAHONEY CREEK USFS	ID
K0U7	0U7	6	1	43.327	-113.589	0	0	HOLLOW TOP	ID
K0U8	0U8	6	1	44.612	-113.896	0	0	MAY	ID
K0U9	0U9	6	1	44.463	-116.759	0	0	WILLIAMS MEML	ID
K0V2	0V2	6	1	38.542	-106.046	0	0	ALEXANDER	CO
K0V3	0V3	6	1	40.514	-98.946	0	0	PIONEER VILLAGE	NE
K0V4	0V4	6	1	37.142	-79.016	0	0	BROOKNEAL-CAMPBELL CO	VA
K0V5	0V5	6	1	38.607	-77.587	0	0	WHITMAN	VA
K0V6	0V6	6	1	43.307	-100.629	0	0	MISSION SIOUX	SD
K0V7	0V7	6	1	36.71	-110.238	0	0	KAYENTA	AZ
K0W3	0W3	6	1	39.567	-76.205	0	0	HARFORD CO	MD
K0Y4	0Y4	6	1	43.165	-95.467	0	0	LAMBERT FECHTER MUN	IA
K0Y6	0Y6	6	1	43.419	-93.51	0	0	LAKE MILLS MUN	IA
K106	106	4	1	41.7	-122.493	0	0		
K10C	10C	6	1	42.404	-88.376	0	0	GALT	IL
K10D	10D	6	1	44.952	-94.069	0	0	WINSTED MUN	MN
K10F	10F	6	1	33.016	-98.626	0	0	ROSSER RANCH	TX
K10G	10G	6	1	40.539	-81.956	0	0	HOLMES CO	OH
K10I	10I	6	1	40.137	-81.995	0	0	RIVERVIEW	OH
K10K	10K	6	1	41.471	-98.747	0	0	SCOTIA MUN	NE
K10N	10N	6	1	41.625	-74.142	0	0	KOBELT	NY
K10U	10U	6	1	41.955	-116.189	0	0	OWYHEE	NV
K11A	11A	6	1	31.886	-85.487	0	0	CLAYTON MUN	AL
K11G	11G	6	1	42.921	-82.587	0	0	JOHNSON FIELD	MI
K11J	11J	6	1	31.396	-84.895	0	0	EARLY CO	GA
K11K	11K	6	1	41.129	-97.578	0	0	STROMSBURG MUN	NE
K11M	11M	6	1	34.353	-88.378	0	0	FULTON-ITAWAMBA CO	MS
K11N	11N	6	1	41.568	-73.467	0	0	CANDLELIGHT FARMS	CT
K11R	11R	6	1	30.22	-96.375	0	0	BRENHAM MUN	TX
K11S	11S	6	1	48.267	-124.309	0	0	SEKIU	WA
K11V	11V	6	1	40.333	-104.611	0	0	EASTON	CO
K12C	12C	6	1	41.895	-89.08	0	0	ROCHELLE MUN-KORITZ	IL
K12D	12D	6	1	47.818	-92.292	0	0	TOWER MUN	MN
K12G	12G	6	1	40.874	-82.698	0	0	SHELBY COMMUNITY	OH
K12J	12J	6	1	31.053	-87.07	0	0	BREWTON MUN	AL
K12K	12K	6	1	40.049	-98.061	0	0	SUPERIOR MUN	NE
K12N	12N	6	1	41.009	-74.74	0	0	AEROFLEX-ANDOVER	NJ
K12R	12R	6	1	29.876	-96.007	0	0	MIKESKA	TX
K12S	12S	6	1	44.833	-119.433	0	0	MONUMENT MUN	OR
K12V	12V	6	1	38.441	-82.203	0	0	ONA	WV
K12Y	12Y	6	1	44.44	-93.915	0	0	LE SUEUR MUN	MN
K13C	13C	6	1	43.454	-85.266	0	0	LAKEVIEW-GRIFFITH	MI
K13K	13K	6	1	37.853	-96.292	0	0	EUREKA MUN	KS
K13N	13N	6	1	40.968	-74.782	0	0	TRINCA	NJ
K13W	13W	6	1	48.258	-122.438	0	0	CAMANO I	WA
K13Y	13Y	6	1	48.419	-93.588	0	0	LITTLEFORK MUN/HANOVER	MN
K14A	14A	6	1	35.616	-80.901	0	0	LAKE NORMAN	NC
K14F	14F	6	1	32.851	-100.139	0	0	HAMLIN MUN	TX
K14G	14G	6	1	41.334	-83.161	0	0	FREMONT	OH
K14I	14I	6	1	39.634	-83.752	0	0	BLOOM	OH
K14J	14J	6	1	31.411	-86.091	0	0	FOLSOM	AL
K14M	14M	6	1	33.184	-90.832	0	0	HOLLANDALE MUN	MS
K14N	14N	6	1	40.845	-75.637	0	0	BELTZVILLE	PA
K14R	14R	6	1	30.517	-96.706	0	0	CALDWELL MUN	TX
K14S	14S	6	1	46.898	-124.102	0	0	WESTPORT	WA
K14Y	14Y	6	1	45.901	-94.874	0	0	TODD	MN
K15A	15A	6	1	30.915	-87.983	0	0	REYNOLDS/NORTH MOBILE CO	AL
K15F	15F	6	1	33.193	-99.719	0	0	HASKELL MUN	TX
K15G	15G	6	1	41.029	-81.8	0	0	WELTZIEN	OH
K15J	15J	6	1	31.138	-83.453	0	0	COOK CO	GA
K15M	15M	6	1	34.773	-88.166	0	0	IUKA	MS
K15N	15N	6	1	39.121	-75.586	0	0	JENKINS	DE
K16D	16D	6	1	46.606	-95.605	0	0	PERHAM MUN	MN
